,00817YAG3 Corp,62912XAC8 Corp,EH0970051 Corp,292505AG9 Corp,881575AC8 Corp,037411AR6 Corp,126650BJ8 Corp
Company,Aetna Inc,NGPL PipeCo LLC,Marks & Spencer PLC,Ovintiv Inc,Tesco PLC,Apache Corp,CVS Health Corp
Ticker,AET,NGPLCO,MARSPE,OVV,TSCOLN,APA,CVS
Rating,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-,BBB-
Issue Date,2007-12-04 00:00:00,2007-12-21 00:00:00,2007-12-06 00:00:00,2007-12-04 00:00:00,2007-11-05 00:00:00,2007-01-26 00:00:00,2007-05-25 00:00:00
Maturity Date,2037-12-15 00:00:00,2037-12-15 00:00:00,2037-12-01 00:00:00,2038-02-01 00:00:00,2037-11-15 00:00:00,2037-01-15 00:00:00,2027-06-01 00:00:00
Coupon ,6.75,7.768,7.125,6.5,6.15,6,6.25
Tenor (days),10969,10952,10953,11017,10968,10947,7312
2022-05-16 00:00:00,5.065,6.252,13.802,13.802,13.802,5.868,3.959
2022-05-17 00:00:00,5.167,6.322,13.578,13.578,13.578,5.908,4.082
2022-05-18 00:00:00,5.097,6.259,13.863,13.863,13.863,5.879,4.072
2022-05-19 00:00:00,5.047,6.259,14.125,14.125,14.125,5.845,4.268
2022-05-20 00:00:00,4.994,6.194,14.143,14.143,14.143,5.869,4.297
2022-05-23 00:00:00,5.017,6.25,14.111,14.111,14.111,5.83,4.269
2022-05-24 00:00:00,4.941,6.173,14.083,14.083,14.083,5.843,4.128
2022-05-25 00:00:00,4.923,6.186,13.679,13.679,13.679,5.841,4.073
2022-05-26 00:00:00,4.915,6.128,13.164,13.164,13.164,5.748,4.012
2022-05-27 00:00:00,4.863,6.118,12.835,12.835,12.835,5.646,4.013
2022-05-31 00:00:00,4.93,6.204,12.783,12.783,12.783,5.642,4.048
2022-06-01 00:00:00,4.93,6.205,12.689,12.689,12.689,5.621,4.11
2022-06-02 00:00:00,4.913,6.183,12.605,12.605,12.605,5.524,4.115
2022-06-03 00:00:00,4.972,6.321,12.842,12.842,12.842,5.664,4.126
2022-06-06 00:00:00,5.085,6.39,12.842,12.842,12.842,5.735,4.186
2022-06-07 00:00:00,5.008,6.234,12.669,12.669,12.669,5.62,4.128
2022-06-08 00:00:00,5.051,6.395,12.257,12.257,12.257,5.65,4.162
2022-06-09 00:00:00,5.088,6.435,12.065,12.065,12.065,5.583,4.229
2022-06-10 00:00:00,5.199,6.567,12.322,12.322,12.322,5.887,4.449
2022-06-13 00:00:00,5.405,6.77,12.892,12.892,12.892,6.448,4.738
2022-06-14 00:00:00,5.592,6.868,12.971,12.971,12.971,6.474,4.739
2022-06-15 00:00:00,5.394,6.749,12.978,12.978,12.978,6.235,4.537
2022-06-16 00:00:00,5.356,6.761,13.137,13.137,13.137,6.608,4.646
2022-06-17 00:00:00,5.465,6.814,13.307,13.307,13.307,6.772,4.683
2022-06-21 00:00:00,5.551,6.838,13.471,13.471,13.471,6.743,4.769
2022-06-22 00:00:00,5.503,6.746,13.623,13.623,13.623,6.714,4.691
2022-06-23 00:00:00,5.443,6.691,14.028,14.028,14.028,6.629,4.567
2022-06-24 00:00:00,5.444,6.802,13.996,13.996,13.996,6.611,4.601
2022-06-27 00:00:00,5.463,6.896,13.76,13.76,13.76,6.666,4.682
2022-06-28 00:00:00,5.511,6.872,13.931,13.931,13.931,6.695,4.69
2022-06-29 00:00:00,5.439,6.863,14.145,14.145,14.145,6.948,4.595
2022-06-30 00:00:00,5.395,6.725,14.669,14.669,14.669,6.85,4.505
2022-07-01 00:00:00,5.297,6.757,14.645,14.645,14.645,6.823,4.319
2022-07-05 00:00:00,5.289,6.67,15.139,15.139,15.139,6.88,4.28
2022-07-06 00:00:00,5.387,6.772,15.33,15.33,15.33,6.864,4.326
2022-07-07 00:00:00,5.375,6.798,14.966,14.966,14.966,6.71,4.407
2022-07-08 00:00:00,5.46,6.894,15.166,15.166,15.166,6.629,4.477
2022-07-11 00:00:00,5.387,6.804,15.405,15.405,15.405,6.733,4.436
2022-07-12 00:00:00,5.373,6.728,16.251,16.251,16.251,6.713,4.422
2022-07-13 00:00:00,5.348,6.697,17.211,17.211,17.211,6.723,4.411
2022-07-14 00:00:00,5.358,6.779,18.169,18.169,18.169,6.846,4.53
2022-07-15 00:00:00,5.288,6.731,18.546,18.546,18.546,6.7,4.409
2022-07-18 00:00:00,5.357,6.805,18.094,18.094,18.094,6.573,4.441
2022-07-19 00:00:00,5.425,6.885,18.508,18.508,18.508,6.526,4.442
2022-07-20 00:00:00,5.382,6.82,18.142,18.142,18.142,6.49,4.436
2022-07-21 00:00:00,5.254,6.685,18.277,18.277,18.277,6.533,4.324
2022-07-22 00:00:00,5.141,6.567,18.422,18.422,18.422,6.51,4.229
2022-07-25 00:00:00,5.216,6.615,18.394,18.394,18.394,6.494,4.311
2022-07-26 00:00:00,5.257,6.724,18.425,18.425,18.425,6.522,4.261
2022-07-27 00:00:00,5.226,6.703,17.845,17.845,17.845,6.372,4.174
2022-07-28 00:00:00,5.116,6.587,17.104,17.104,17.104,6.154,4.032
2022-07-29 00:00:00,5.083,6.528,16.621,16.621,16.621,6.204,3.977
2022-08-01 00:00:00,4.994,6.442,15.363,15.363,15.363,6.225,3.926
2022-08-02 00:00:00,5.197,6.631,13.708,13.708,13.708,6.274,4.079
2022-08-03 00:00:00,5.147,6.547,13.611,13.611,13.611,6.205,3.945
2022-08-04 00:00:00,5.136,6.537,13.863,13.863,13.863,6.16,3.954
2022-08-05 00:00:00,5.223,6.658,14.111,14.111,14.111,6.284,4.066
2022-08-08 00:00:00,5.104,6.581,14.258,14.258,14.258,6.196,4.046
2022-08-09 00:00:00,5.123,6.631,14.268,14.268,14.268,6.267,4.154
2022-08-10 00:00:00,5.18,6.575,14.19,14.19,14.19,6.198,4.076
2022-08-11 00:00:00,5.247,6.638,14.234,14.234,14.234,6.246,4.104
2022-08-12 00:00:00,5.186,6.573,14.009,14.009,14.009,6.27,4.042
2022-08-15 00:00:00,5.142,6.559,14.147,14.147,14.147,6.229,3.943
2022-08-16 00:00:00,5.183,6.58,14.166,14.166,14.166,6.209,3.902
2022-08-17 00:00:00,5.271,6.66,14.234,14.234,14.234,6.426,3.899
2022-08-18 00:00:00,5.242,6.632,14.298,14.298,14.298,6.375,3.934
2022-08-19 00:00:00,5.33,6.767,14.146,14.146,14.146,6.454,3.976
2022-08-22 00:00:00,5.43,6.789,14.269,14.269,14.269,6.555,4.1
2022-08-23 00:00:00,5.455,6.768,14.216,14.216,14.216,6.533,4.039
2022-08-24 00:00:00,5.485,6.863,14.258,14.258,14.258,6.37,4.121
2022-08-25 00:00:00,5.409,6.783,13.77,13.77,13.77,6.293,4.061
2022-08-26 00:00:00,5.422,6.825,13.773,13.773,13.773,6.208,4.174
2022-08-29 00:00:00,5.511,6.855,13.682,13.682,13.682,6.343,4.236
2022-08-30 00:00:00,5.509,6.867,14.16,14.16,14.16,6.451,4.251
2022-08-31 00:00:00,5.587,6.964,14.389,14.389,14.389,6.618,4.317
2022-09-01 00:00:00,5.655,7.031,14.462,14.462,14.462,6.732,4.349
2022-09-02 00:00:00,5.604,6.962,14.517,14.517,14.517,6.629,4.253
2022-09-06 00:00:00,5.789,7.13,14.479,14.479,14.479,6.72,4.434
2022-09-07 00:00:00,5.714,7.071,14.209,14.209,14.209,6.574,4.398
2022-09-08 00:00:00,5.804,7.093,14.02,14.02,14.02,6.565,4.464
2022-09-09 00:00:00,5.787,7.078,13.949,13.949,13.949,6.55,4.461
2022-09-12 00:00:00,5.838,7.099,13.818,13.818,13.818,6.506,4.439
2022-09-13 00:00:00,5.93,7.131,13.647,13.647,13.647,6.669,4.575
2022-09-14 00:00:00,5.928,7.157,13.547,13.547,13.547,6.63,4.604
2022-09-15 00:00:00,5.963,7.162,13.617,13.617,13.617,6.708,4.637
2022-09-16 00:00:00,5.976,7.201,13.833,13.833,13.833,6.716,4.663
2022-09-19 00:00:00,6.003,7.291,13.764,13.764,13.764,6.753,4.708
2022-09-20 00:00:00,6.079,7.313,14.132,14.132,14.132,6.611,4.802
2022-09-21 00:00:00,6.013,7.244,14.137,14.137,14.137,6.566,4.79
2022-09-22 00:00:00,6.181,7.42,14.77,14.77,14.77,6.668,4.947
2022-09-23 00:00:00,6.135,7.447,15.363,15.363,15.363,6.735,5.074
2022-09-26 00:00:00,6.355,7.634,15.845,15.845,15.845,7.072,5.316
2022-09-27 00:00:00,6.563,7.7,15.749,15.749,15.749,7.028,5.321
2022-09-28 00:00:00,6.415,7.538,15.806,15.806,15.806,6.896,5.106
2022-09-29 00:00:00,6.47,7.591,15.588,15.588,15.588,6.988,5.229
2022-09-30 00:00:00,6.525,7.627,15.527,15.527,15.527,7.003,5.3
2022-10-03 00:00:00,6.332,7.466,14.951,14.951,14.951,6.754,5.014
2022-10-04 00:00:00,6.234,7.343,14.364,14.364,14.364,6.951,4.965
2022-10-05 00:00:00,6.352,7.473,14.396,14.396,14.396,7.031,5.05
2022-10-06 00:00:00,6.385,7.535,14.462,14.462,14.462,7.033,5.191
2022-10-07 00:00:00,6.459,7.625,14.325,14.325,14.325,7.106,5.228
2022-10-11 00:00:00,6.663,7.723,14.32,14.32,14.32,7.254,5.303
2022-10-12 00:00:00,6.646,7.732,14.047,14.047,14.047,7.005,5.347
2022-10-13 00:00:00,6.695,7.736,13.885,13.885,13.885,7.2,5.379
2022-10-14 00:00:00,6.742,7.806,13.764,13.764,13.764,7.274,5.462
2022-10-17 00:00:00,6.62,7.8,13.681,13.681,13.681,7.287,5.409
2022-10-18 00:00:00,6.584,7.796,13.638,13.638,13.638,7.165,5.364
2022-10-19 00:00:00,6.724,7.928,13.635,13.635,13.635,7.287,5.566
2022-10-20 00:00:00,6.825,8.02,13.47,13.47,13.47,7.36,5.576
2022-10-21 00:00:00,6.82,8.003,13.476,13.476,13.476,7.293,5.448
2022-10-24 00:00:00,6.846,8.03,13.318,13.318,13.318,7.118,5.496
2022-10-25 00:00:00,6.685,7.858,13.202,13.202,13.202,7.186,5.264
2022-10-26 00:00:00,6.563,7.74,13.049,13.049,13.049,7.134,5.239
2022-10-27 00:00:00,6.521,7.673,12.808,12.808,12.808,6.991,5.182
2022-10-28 00:00:00,6.612,7.725,12.702,12.702,12.702,7.027,5.277
2022-10-31 00:00:00,6.597,7.797,12.723,12.723,12.723,6.974,5.318
2022-11-01 00:00:00,6.614,7.761,12.425,12.425,12.425,7.116,5.332
2022-11-02 00:00:00,6.618,7.824,12.556,12.556,12.556,7.124,5.39
2022-11-03 00:00:00,6.692,7.879,12.007,12.007,12.007,7.197,5.416
2022-11-04 00:00:00,6.707,7.862,11.985,11.985,11.985,7.089,5.322
2022-11-07 00:00:00,6.765,7.921,12,12,12,7.133,5.354
2022-11-08 00:00:00,6.677,7.8,12.007,12.007,12.007,7.155,5.24
2022-11-09 00:00:00,6.647,7.769,12,12,12,7.081,5.256
2022-11-10 00:00:00,6.386,7.489,11.96,11.96,11.96,6.796,4.831
2022-11-14 00:00:00,6.271,7.491,11.83,11.83,11.83,6.77,4.856
2022-11-15 00:00:00,6.18,7.331,11.638,11.638,11.638,6.664,4.831
2022-11-16 00:00:00,6.102,7.267,11.593,11.593,11.593,6.794,4.777
2022-11-17 00:00:00,6.095,7.36,11.732,11.732,11.732,6.922,4.919
2022-11-18 00:00:00,6.133,7.402,11.781,11.781,11.781,6.865,5.023
2022-11-21 00:00:00,6.082,7.335,12.097,12.097,12.097,6.853,4.996
2022-11-22 00:00:00,5.976,7.222,12.133,12.133,12.133,6.814,4.959
2022-11-23 00:00:00,5.889,7.155,12.128,12.128,12.128,6.743,4.883
2022-11-25 00:00:00,5.887,7.154,12.071,12.071,12.071,6.74,4.825
2022-11-28 00:00:00,5.926,7.177,12.338,12.338,12.338,6.738,4.864
2022-11-29 00:00:00,5.97,7.23,12.404,12.404,12.404,6.743,4.922
2022-11-30 00:00:00,5.799,7.037,12.243,12.243,12.243,6.658,4.748
2022-12-01 00:00:00,5.678,6.942,11.778,11.778,11.778,6.483,4.697
2022-12-02 00:00:00,5.689,6.934,11.844,11.844,11.844,6.544,4.669
2022-12-05 00:00:00,5.758,6.987,11.978,11.978,11.978,6.539,4.807
2022-12-06 00:00:00,5.709,6.944,12.139,12.139,12.139,6.709,4.752
2022-12-07 00:00:00,5.587,6.891,12.347,12.347,12.347,6.719,4.657
2022-12-08 00:00:00,5.587,6.904,12.178,12.178,12.178,6.559,4.6
2022-12-09 00:00:00,5.649,6.96,12.232,12.232,12.232,6.75,4.665
2022-12-12 00:00:00,5.64,6.977,12.324,12.324,12.324,6.545,4.682
2022-12-13 00:00:00,5.564,6.864,12.25,12.25,12.25,6.749,4.565
2022-12-14 00:00:00,5.576,6.848,12.209,12.209,12.209,6.677,4.547
2022-12-15 00:00:00,5.592,6.814,12.203,12.203,12.203,6.642,4.538
2022-12-16 00:00:00,5.678,6.82,12.161,12.161,12.161,6.566,4.542
2022-12-19 00:00:00,5.808,6.958,12.34,12.34,12.34,6.593,4.693
2022-12-20 00:00:00,5.869,7.084,12.084,12.084,12.084,6.712,4.776
2022-12-21 00:00:00,5.763,7.034,11.996,11.996,11.996,6.743,4.689
2022-12-22 00:00:00,5.799,7.078,12.099,12.099,12.099,6.689,4.731
2022-12-23 00:00:00,5.841,7.142,12.095,12.095,12.095,6.63,4.765
2022-12-27 00:00:00,5.99,7.216,11.96,11.96,11.96,6.753,4.865
2022-12-28 00:00:00,6.002,7.263,12.076,12.076,12.076,6.919,4.897
2022-12-29 00:00:00,5.919,7.185,12.095,12.095,12.095,6.917,4.879
2022-12-30 00:00:00,6.022,7.248,12.099,12.099,12.099,6.971,4.942
2023-01-03 00:00:00,5.868,7.118,12.017,12.017,12.017,6.789,4.838
